DateTime	AltitudeTape:altitude	AirspeedTape:airspeed	HeadingIndicator:heading	AttitudeIndicator:roll
[State]	Standing
2019-10-14.12:38:22	180.019	2984.66	0.0448845	-2.06606
2019-10-14.12:38:23	180.366	2978.86	0.0446901	-1.84093
2019-10-14.12:38:24	180.564	2973.81	0.0446209	-1.5941
2019-10-14.12:38:25	180.613	2969.55	0.0445196	-1.42514
2019-10-14.12:38:26	180.695	2965.31	0.0446161	-1.72608
2019-10-14.12:38:27	180.905	2960.3	0.0445066	-1.96758
2019-10-14.12:38:28	181.23	2954.55	0.0442639	-2.19367
2019-10-14.12:38:29	181.644	2948.15	0.0441125	-2.24148
2019-10-14.12:38:30	181.97	2941.94	0.0438436	-2.01423
2019-10-14.12:38:31	182.159	2936.45	0.0437063	-1.78475
2019-10-14.12:38:32	182.208	2931.7	0.0436371	-1.5444
2019-10-14.12:38:33	182.145	2927.64	0.0435812	-1.57173
2019-10-14.12:38:34	182.181	2923.21	0.0436187	-1.8155
2019-10-14.12:38:35	182.34	2918.03	0.0434354	-2.04923
2019-10-14.12:38:36	182.614	2912.12	0.043231	-2.27061
