DateTime	AltitudeTape:altitude	AirspeedTape:airspeed	HeadingIndicator:heading	AttitudeIndicator:roll
[State]	Standing
2019-10-11.15:19:49	81.2761	2333.9	5.01578	-0.865313
2019-10-11.15:19:50	87.4541	2321.22	9.59324	0.0445786
2019-10-11.15:19:51	92.4452	2308.28	3.97661	0.970658
2019-10-11.15:19:52	97.1077	2298.06	-3.34652	-0.801149
2019-10-11.15:19:53	101.381	2287.6	-5.85096	0.139467
2019-10-11.15:19:54	105.087	2278.34	-1.32708	-0.755849
2019-10-11.15:19:55	109.051	2269.19	4.89714	-1.07093
2019-10-11.15:19:56	112.334	2260.17	5.56793	-0.129052
2019-10-11.15:19:57	115.299	2252.55	0.287541	-1.14023
2019-10-11.15:19:58	118.306	2244.87	-4.32978	-0.818619
2019-10-11.15:19:59	120.718	2237.85	-2.54499	-0.590659
2019-10-11.15:20:00	123.21	2231.58	2.50427	-0.984365
2019-10-11.15:20:01	125.307	2225.41	3.71868	-0.41987
2019-10-11.15:20:02	127.042	2220.56	-0.0007043	-0.0770297
2019-10-11.15:20:03	128.593	2216.7	-2.90663	-0.057925
2019-10-11.15:20:04	129.883	2213.19	-1.08702	0.009843
[State]	Descent
2019-10-11.15:20:05	131.205	2210.15	2.12415	0.107982
2019-10-11.15:20:06	132.155	2207.66	1.88848	0.380767
2019-10-11.15:20:07	133.176	2205.62	-0.904259	0.180413
2019-10-11.15:20:08	134.032	2203.62	-1.7386	0.332865
2019-10-11.15:20:09	134.854	2201.96	0.292792	0.313102
2019-10-11.15:20:10	135.593	2200.5	1.65322	0.471128
2019-10-11.15:20:11	136.175	2199.47	0.423229	0.462883
2019-10-11.15:20:12	136.819	2198.5	-1.09481	0.410611
2019-10-11.15:20:13	137.359	2197.53	-0.533405	0.404223
2019-10-11.15:20:14	137.965	2196.6	0.86627	0.356332
2019-10-11.15:20:15	138.454	2195.72	0.799612	0.462619
2019-10-11.15:20:16	138.907	2195.19	-0.346241	0.605386
2019-10-11.15:20:17	139.238	2194.97	-0.596381	0.534453
2019-10-11.15:20:18	139.64	2194.63	0.253389	0.411346
2019-10-11.15:20:19	140.058	2194.09	0.666173	0.353134
2019-10-11.15:20:20	140.472	2193.48	0.0845636	0.353843
2019-10-11.15:20:21	140.844	2192.97	-0.377862	0.411149
2019-10-11.15:20:22	141.145	2192.65	-0.0112082	0.478416
2019-10-11.15:20:23	141.415	2192.53	0.438522	0.552763
2019-10-11.15:20:24	141.6	2192.66	0.240981	0.593099
2019-10-11.15:20:25	141.818	2192.8	-0.173334	0.494129
2019-10-11.15:20:26	142.034	2192.79	-0.102287	0.438909
2019-10-11.15:20:27	142.293	2192.66	0.245006	0.37396
2019-10-11.15:20:28	142.547	2192.43	0.258314	0.352948
2019-10-11.15:20:29	142.801	2192.19	-0.0135622	0.358077
2019-10-11.15:20:30	143.01	2192.02	-0.073593	0.396076
2019-10-11.15:20:31	143.195	2191.97	0.132576	0.434761
2019-10-11.15:20:32	143.343	2192.05	0.217565	0.493118
2019-10-11.15:20:33	143.448	2192.31	0.0698678	0.553381
2019-10-11.15:20:34	143.543	2192.62	-0.0310454	0.473751
2019-10-11.15:20:35	143.664	2192.81	0.0641958	0.416007
2019-10-11.15:20:36	143.819	2192.86	0.162049	0.361615
2019-10-11.15:20:37	143.985	2192.81	0.104404	0.32842
2019-10-11.15:20:38	144.149	2192.71	0.0185984	0.315578
2019-10-11.15:20:39	144.299	2192.61	0.0513245	0.317454
2019-10-11.15:20:40	144.445	2192.53	0.125009	0.326181
2019-10-11.15:20:41	144.573	2192.51	0.111302	0.350853
2019-10-11.15:20:42	144.672	2192.57	0.0516458	0.391062
